channel_id,label,identity_review_status,event_type,event_date,source_url,source_title,review_reason,review_priority,needed_evidence
UCY5HIZ97IaqeUGCQCh5yDpA,Clairederier,SUPPORTED,identity_start,2022-05-10T12:50:51+00:00,https://www.youtube.com/watch?v=CLtHAwWB54A,Claire Debut | 10 พฤษภา,Claire debut source has own public profiles and separate model/rig credits; original live timestamp required.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCDVOWB_Fi5jmi6o-x5_uV8g,Deliva Kaga ch.,SUPPORTED,redebut,2022-08-24T13:29:07+00:00,https://www.youtube.com/watch?v=KH6krkX4o9k,【RE²-Debut】Deliva Kaga 2.0 a new look is here!!,"Explicit RE2-Debut/new-look event is a redebut, not first identity start.",NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UC6Zrmc0VG4gqQJ4jS58iKGw,Ezra Ch.,SUPPORTED,identity_start,2021-08-14T12:29:51+00:00,https://www.youtube.com/watch?v=xsCf_XBoTyQ,「Live Debut」Ezra ในที่สุดเราก็ได้เจอกัน,"Named Ezra introduction with own public profile, distinct from linked Sharky colleague.",NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCCTu-nYFSFerCTEAQLwyRgA,Fo_Kuro「フォー黒」,SUPPORTED,identity_start,2021-03-21T12:58:51+00:00,https://www.youtube.com/watch?v=8plwOIjtjwE,[DEBUT STREAM] เวลาแม่มดซาเวจ--- แม่มดตื่นนอนแล้วค่า,Named witch debut stream includes owner public art/stream profiles; earlier activity is not merged.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCmAObfjMAwE-nqr9D0ISAFw,Fufu15 Ch. 〖ST〗,SUPPORTED,identity_start,2022-05-02T13:00:08+00:00,https://www.youtube.com/watch?v=7cHyM3b9VSg,│Live Debut │ สิงโตสาวสุดเหล่ท่อ สักหมัดปะละ (‵▽′),FuFu15 debut lists matching owner ID separately from other group members.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCjgiHXaBeeuWfxZpNMCJioQ,Galactic Lunarr,SUPPORTED,identity_start,2023-09-03T12:57:56+00:00,https://www.youtube.com/watch?v=11w1xamEkSM,【🔴DEBUT】L U N A R R   L A N D I N G  🐰🚀🌍,Lunarr matching public profile and named debut context.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCVlgCh9B_0PI7COJ2tJ7hIw,Heiman Ch.,SUPPORTED,identity_start,2024-09-22T13:30:16+00:00,https://www.youtube.com/watch?v=4LZYLSl3wkk,【🔴Debut】Heiman's Interview and Orientation Day (Debut) And You're invited!,"Heiman description explicitly identifies own debut interview; actual broadcast timestamp retained, not planned time.",NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCutz6S1DcEHPnEb_r9ztkzg,Hinabe HongFei Ch. Pixela Project,SUPPORTED,identity_start,2021-03-10T11:56:37+00:00,https://www.youtube.com/watch?v=qq1nxV_3LA0,[LIVE DEBUT] หมวยเตาแก๊สพร้อมลุยแล้วค่ะ !!!,Owned debut broadcast links HongFei public profiles; no retrospective agency attribute is assigned.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCdPOgLoE_grESHHrpHDNsEg,Idary tailor,SUPPORTED,model_change,2022-07-03T13:22:41+00:00,https://www.youtube.com/watch?v=ORw8td4UgAY,[DEBUT STREAM] Idary คนเดิม เพิ่มเติมคือมีโมเดลแล้ว!!!,"Title explicitly says same Idary now has a model; model introduction, no first-ever identity claim.",NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCG1Dk3994tPaCIBJp8Cu2pg,Kamilla Lich,SUPPORTED,identity_start,2021-07-20T11:55:34+00:00,https://www.youtube.com/watch?v=JioBPJQDgNw,DEBUT Live - Hello World (Kamilla Lich | TH/EN),Named Kamilla debut broadcast links matching public accounts; previous activity is not inferred.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCZmQjdEL_PAGWvFlAm4hQMg,Karin Ch. 躑躅かりん,SUPPORTED,identity_start,2023-06-10T13:00:48+00:00,https://www.youtube.com/watch?v=2ZHjwGrVfsY,【DEBUT STREAM】สวัสดีค่า คาริน มาเดบิ้วแล้วค่าาาา | #Karintsutsuji,Karin own debut event context and named profiles.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UC5JlD3YtvbCaAeU3TWSpW6A,Kisa l FoxRabbitC4T,SUPPORTED,identity_start,2021-07-15T13:29:36+00:00,https://www.youtube.com/watch?v=KMn-nOcsjMY,[🦊Debut🐰Kisa | FoxRabbitC4T🐱] ค้นพบคนลก1ea,Named Kisa event includes greeting/introduction/likes chapters and matching public account.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCeoR2ozI_rHNtMZyWyYWI6Q,Koru Ch.,SUPPORTED,redebut,2024-03-15T13:00:18+00:00,https://www.youtube.com/watch?v=hdrL1iiOfM4,【 RE - DEBUT 】ได้เวลาเข้าร่วมแก๊งทาสแมวกันแล้ว【RLM】 Koru Ch.,Explicit RE-DEBUT with Koru matching own profile; no first-start date or continuity inferred.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCMUtWzsjAQJgp6UlkbVSo1w,Laguna JuJu Ch. Pixela Project,SUPPORTED,identity_start,2021-03-14T07:58:35+00:00,https://www.youtube.com/watch?v=6nsRxaqaHuM,[LIVE DEBUT] จูจูไม่ใช่จิ้งจก,Owned debut broadcast identifies JuJu through matching public profile links.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCCptqrhEdtJGBer1qWWRLnA,Lawiz Ch.,SUPPORTED,identity_start,2020-11-14T13:02:12+00:00,https://www.youtube.com/watch?v=_RzU7Uvq2z4,[DEBUT STREAM ]-LIVE🔴:  Lawiz Jackalope,"Named debut broadcast belongs to Lawiz and links his public accounts; actual broadcast is November 14, not November 16 upload.",NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCQMHAPgxhO634HZIJraHPTA,Linden Emilio,SUPPORTED,identity_start,2021-06-30T12:01:24+00:00,https://www.youtube.com/watch?v=q8-4jWOhbY4,ย้อนไลฟ์✨ [ DEBUT STREAM ] ยินดีที่ได้รู้จักค่ะ คุณดวงดาว ✨🔮,"Archive wording is an original broadcast replay with a live timestamp and owner identity, not evidence of a new second debut.",NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCNW0brB5G5GcBDXuJ1iDglw,Megzis Ch.,SUPPORTED,identity_start,2024-04-18T12:57:24+00:00,https://www.youtube.com/watch?v=AdtdzfGGwc8,【🔴 DEBUT STREAM】ฉลามชอบงับคุณ ส่วนผมก็ชอบงับคุณนะ【Megzis 🦈🎵 | PRIME UNIT 】,Megzis matching own profile and named debut context.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCpNkVsMlsJRF792H-1_1vPA,Melita X Ch. Pixela Project,SUPPORTED,identity_start,2021-03-12T11:50:52+00:00,https://www.youtube.com/watch?v=RJ9SuAM9wLM,[LIVE DEBUT] เมดแมงมุมล่ะมั้งคะ,Owned debut broadcast identifies Melita through matching public profile links.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCgmytgwJVDe74ewiHklGcBA,Minato Hatsuki【JVP】,SUPPORTED,identity_start,2024-02-23T13:01:30+00:00,https://www.youtube.com/watch?v=VriV46XqSQ0,【🔴 Debut : ZENTRION】ในที่สุดก็จะได้เจอกันเเล้วนะครับ,Minato own profile and named debut; no project continuity inferred.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCbfARUSxU4X2o5_PwjRXezw,Mira Pilula,SUPPORTED,identity_start,2021-07-11T13:32:08+00:00,https://www.youtube.com/watch?v=jOIK97FpXVU,[DEBUT STREAM] 🌊สวัสดีเหล่าลูกปลาของมิร่าทุกคนนะคะ🐠,Named Mira debut broadcast links Mira public profile; listed colleagues are separate personas.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCwv0DTchQQhKo7-C0VPu9yA,Nora Vanadiz 「univirsual」,SUPPORTED,identity_start,2024-05-10T12:00:26+00:00,https://www.youtube.com/watch?v=O6l8BbYrRqI,[DEBUT STREAM]  โปรดลดระดับความคาดหวังลงเล็กน้อยก่อนเข้าชม (EN/JP available),Nora named debut with matching profile; no earlier continuity inferred.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCvxN2R4-6hqHGYX-AL8Q7Qw,Owen Zwei Ch.,SUPPORTED,identity_start,2023-09-23T12:03:39+00:00,https://www.youtube.com/watch?v=gGCjSsuVoTs,【🔴LIVE DEBUT】ลูกมาเฟียมาไถ่ค่าที่ เธอมีให้เค้าซักแสนนึงมั้ย? #ZweiAKD #AKDRegalia,Owen Zwei matching own profile distinct from project account.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCFkljb428Byj00FxL_kwYyA,OZiK Ch.,SUPPORTED,identity_start,2021-07-17T12:32:16+00:00,https://www.youtube.com/watch?v=icH3cX5eR8M,[ ● DEBUT STREAM ] แ บ ะ แ บ ะ 🐐✨,"OZiK broadcast description includes profile, goals and model-related presentation chapters with matching public identity.",NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCXddo8vgPHBsEkDMqRwcYSQ,"Peko the Witch ★ แม่มด""พีโกะ""",SUPPORTED,identity_start,2022-03-20T11:58:54+00:00,https://www.youtube.com/watch?v=gIw__JWfb-w,[⭐DEBUT] Peko the Witch แม่มดพีโกะมาแล้ว!,Named witch debut with matching Peko public profiles; no earlier continuity inferred.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCpIlOwUGihEx-Qzie2JiMWw,Retsu_Red,SUPPORTED,identity_start,2024-11-04T13:31:11+00:00,https://www.youtube.com/watch?v=t504OXaRbvs,🔴 ¦ Live Debut 04.11.2024 || Collab with my friends ¦,"Retsu own dated debut, with colleagues separately listed.",NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UC89-GlmTgO8a9QyE0QL0q1w,Riko Phokaia,SUPPORTED,identity_start,2021-12-21T17:28:06+00:00,https://www.youtube.com/watch?v=2m4za7qhc-g,【DEBUT STREAM 】 จริง ๆแล้วผมคือ!?,Riko debut source identifies Riko within the listed group; do not merge other listed personas.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCRjdIz5ngcJVDZ-bjs2mEzg,shiorichan,SUPPORTED,identity_start,2024-02-24T16:01:20+00:00,https://www.youtube.com/watch?v=NXtOQVLL29A,【DEBUT STREAM】Let's get the par-tea started!!,Shiori own greeting and matching profile; no earlier continuity inferred.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCkF8r4_wvBnMm2mrdvcxU_g,Sunfish Ch.,SUPPORTED,identity_start,2021-08-17T13:02:25+00:00,https://www.youtube.com/watch?v=Mv-JCUApfxk,【初配信/DEBUT】TH/JP  MOLA MOLIDAE,First-stream title matches Mola self-description and own public profiles.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UClCLRJrlg3F9FOPnUfItZSw,Tatsuki Ch.,SUPPORTED,identity_start,2021-07-03T11:58:06+00:00,https://www.youtube.com/watch?v=j_wHvIWVF8I,【DEBUT STREAM】มาแล้ว!? เจ้ากบน้อยจากต่างดาว!!?,Owned Tatsuki debut description uses a matching frog-opening tag and account link.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCtAwmDprhStjmfRwyF3znsQ,Warene Ch. [ヴァリーネー],SUPPORTED,identity_start,2021-07-31T13:04:43+00:00,https://www.youtube.com/watch?v=1s-2YxbVN0Y,Warene's Debut Stream - The voice from somewhere far away🌊,Named Warene debut broadcast with matching owner profile; no earlier continuity established.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCTtgiI6vO_zxlcOBLd3P7Jg,Xro Ch,SUPPORTED,identity_start,2023-10-31T11:59:15+00:00,https://www.youtube.com/watch?v=8HzSs0cytnA,《 🔴 Live Debut | XRO 》 Debut วันผีหล่อ,Xro same named profile and debut introduction.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCyv2oEiAXQp9xLlBr1Tn6Vg,Yokina Saori,SUPPORTED,identity_start,2022-01-29T12:29:17+00:00,https://www.youtube.com/watch?v=PSTx1dlLMJ4,【🔴Debut Stream】จะต้มจะผัดหรือจะรักเราดี | Yokina Saori,Yokina Saori debut links matching owner channel and public profile; no prior continuity established.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCOuX_UFS7o1y-JJN7cmHl1A,YotChi,SUPPORTED,redebut,2021-09-09T10:56:58+00:00,https://www.youtube.com/watch?v=sALuaL-3vus,[ Re : Debut ] :  YotChi ไม่ตื่น ก็รอหน่อยนะครับ,"Title explicitly says Re : Debut, not first identity start; earlier epoch continuity remains unproven.",NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UChrGwUGm1puXFhoC0lC7LFQ,Yukino Taifu Ch. ,SUPPORTED,identity_start,2024-11-06T12:30:40+00:00,https://www.youtube.com/watch?v=dRbMn1FVWcY,【LIVE DEBUT】Yukino-Taifu เจ้าหิมะตัวน้อยมาแย้ววค้าบบ❄️,Yukino explicitly welcomes viewers to own named snow-spirit debut.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
UCH6Fib1kQUaR2qurlEXnZMA,Zenaida XETA-102 Channel,SUPPORTED,identity_start,2022-12-05T12:01:13+00:00,https://www.youtube.com/watch?v=sdo8kgJYrCY,【⚙️Live】Zenaida XETA-102 Debut ⚠,Zenaida named debut with own source context; no prior continuity inferred.,NORMAL,channel-level virtual presentation/self-description or reviewed role evidence
